Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
ENSG00000101439.8	CST3	chr20	-	23626706	23638473	149.761871	257.813782	581.855286
ENSG00000100994.11	PYGB	chr20	+	25248069	25298014	95.105515	45.039597	101.649055
ENSG00000100997.18	ABHD12	chr20	-	25294743	25390983	32.416882	30.296146	68.374825
ENSG00000197586.12	ENTPD6	chr20	+	25195693	25226729	48.558407	24.754501	55.867985
ENSG00000088320.3	REM1	chr20	+	31475293	31484905	0.683832	0.278001	0.627416
ENSG00000125968.8	ID1	chr20	+	31605283	31606515	29.063261	14.523415	32.777634
ENSG00000131055.4	COX4I2	chr20	+	31637888	31645006	8.033190	3.265769	7.370456
ENSG00000101294.16	HM13	chr20	+	31514428	31577923	65.780304	120.146286	271.155945
ENSG00000101306.10	MYLK2	chr20	+	31819308	31834689	0.245264	0.099708	0.225030
ENSG00000179772.7	FOXS1	chr20	-	31844301	31845619	6.776346	2.754819	6.217301
ENSG00000088325.15	TPX2	chr20	+	31739271	31801805	4.274896	1.791423	4.043029
ENSG00000171552.12	BCL2L1	chr20	-	31664452	31723989	76.499474	44.164631	99.674355
ENSG00000101331.15	CCM2L	chr20	+	32010450	32032180	1.979856	1.121814	2.531802
ENSG00000149599.15	DUSP15	chr20	-	31847637	31870747	6.802894	9.141588	20.631483
ENSG00000131044.16	TTLL9	chr20	+	31870702	31944963	0.137446	0.345104	0.778860
ENSG00000088356.5	PDRG1	chr20	-	31944342	31952092	40.379883	16.415819	37.048565
ENSG00000101336.13	HCK	chr20	+	32052188	32101856	18.849228	8.174379	18.448608
ENSG00000101337.15	TM9SF4	chr20	+	32109506	32167258	61.724541	26.813347	60.514553
ENSG00000126003.6	PLAGL2	chr20	-	32192503	32207791	5.866520	2.384943	5.382535
ENSG00000101346.13	POFUT1	chr20	+	32207880	32238667	28.928875	13.838774	31.232477
ENSG00000101350.7	KIF3B	chr20	+	32277664	32335011	35.307636	14.353774	32.394775
ENSG00000171456.16	ASXL1	chr20	+	32358344	32439319	9.145856	8.384203	18.922155
ENSG00000197183.14	NOL4L	chr20	-	32443059	32584890	2.304048	8.307286	18.748564
ENSG00000088305.18	DNMT3B	chr20	+	32762385	32809356	0.662849	0.298432	0.673525
ENSG00000149600.11	COMMD7	chr20	-	32702691	32743997	46.847824	24.440826	55.160061
ENSG00000078898.6	BPIFB2	chr20	+	33007600	33023709	2.343519	0.952722	2.150180
ENSG00000125999.10	BPIFB1	chr20	+	33273480	33309878	0.369231	0.406770	0.918032
ENSG00000101367.8	MAPRE1	chr20	+	32819893	32850405	131.338730	53.393738	120.503349
ENSG00000101391.20	CDK5RAP1	chr20	-	33358839	33401561	17.682520	7.364556	16.620934
ENSG00000101400.5	SNTA1	chr20	-	33407955	33443892	16.401367	6.667723	15.048263
ENSG00000078699.21	CBFA2T2	chr20	+	33490087	33650036	2.604717	3.337749	7.532904
ENSG00000101412.12	E2F1	chr20	-	33675683	33686404	4.297243	1.746978	3.942723
ENSG00000125967.16	NECAB3	chr20	-	33657087	33674463	21.398787	14.559054	32.858063
ENSG00000149609.5	C20orf144	chr20	+	33662284	33663914	0.000000	0.000000	0.000000
ENSG00000182584.4	ACTL10	chr20	+	33666498	33668525	3.149901	1.280544	2.890036
ENSG00000101417.11	PXMP4	chr20	-	33702754	33720319	7.230674	3.168294	7.150466
ENSG00000131061.13	ZNF341	chr20	+	33731657	33792269	4.536936	1.855001	4.186519
ENSG00000101421.3	CHMP4B	chr20	+	33811304	33854366	254.326553	103.392540	233.344757
ENSG00000125970.11	RALY	chr20	+	33993646	34084884	34.852875	64.945618	146.574585
ENSG00000101440.9	ASIP	chr20	+	34194569	34269344	0.197943	0.106837	0.241118
ENSG00000125977.6	EIF2S2	chr20	-	34088298	34112332	83.351028	33.885075	76.474617
ENSG00000101444.12	AHCY	chr20	-	34280268	34311802	190.945023	89.438499	201.852127
ENSG00000078747.14	ITCH	chr20	+	34363235	34511393	21.775555	9.351057	21.104231
ENSG00000125971.16	DYNLRB1	chr20	+	34516409	34540958	77.014641	112.695282	254.339951
ENSG00000101460.12	MAP1LC3A	chr20	+	34546854	34560345	24.539522	22.481934	50.739071
ENSG00000101464.10	PIGU	chr20	-	34560542	34677085	39.916367	16.299242	36.785465
ENSG00000198646.13	NCOA6	chr20	-	34697141	34825649	5.909651	7.883811	17.792833
ENSG00000078804.12	TP53INP2	chr20	+	34704290	34713439	22.929893	10.709815	24.170788
ENSG00000131067.16	GGT7	chr20	-	34844720	34872860	25.400978	11.462174	25.868773
ENSG00000131069.19	ACSS2	chr20	+	34874942	34927962	26.517113	48.110664	108.580086
ENSG00000100983.9	GSS	chr20	-	34928430	34955817	126.485703	51.420811	116.050697
ENSG00000078814.15	MYH7B	chr20	+	34975403	35002437	0.073167	0.030879	0.069691
ENSG00000100991.11	TRPC4AP	chr20	-	35002404	35092871	84.906075	35.392963	79.877731
ENSG00000088298.12	EDEM2	chr20	-	35115357	35147364	36.566010	15.714671	35.466156
ENSG00000101000.5	PROCR	chr20	+	35172073	35216240	17.527962	9.022751	20.363283
ENSG00000125966.9	MMP24	chr20	+	35226654	35277000	6.656319	2.706024	6.107176
ENSG00000126005.16	MMP24-AS1	chr20	-	35277150	35278129	77.129425	35.859974	80.931725
ENSG00000242372.6	EIF6	chr20	-	35278907	35284985	142.414276	76.467873	172.578934
ENSG00000204183.1	GDF5OS	chr20	+	35433029	35435450	0.000000	0.000000	0.000000
ENSG00000125965.8	GDF5	chr20	-	35433347	35454746	0.080877	0.033825	0.076340
ENSG00000101019.21	UQCC1	chr20	-	35302566	35412141	12.283124	11.702778	26.411785
ENSG00000126001.15	CEP250	chr20	+	35455164	35519280	3.492130	2.179396	4.918641
ENSG00000061656.9	SPAG4	chr20	+	35615892	35621049	11.349391	7.129424	16.090267
ENSG00000125991.19	ERGIC3	chr20	+	35542021	35557634	268.932617	149.584686	337.594940
ENSG00000131051.22	RBM39	chr20	-	35703610	35742312	22.381063	27.040247	61.026646
ENSG00000025293.16	PHF20	chr20	+	35771983	35950381	9.361619	11.173842	25.218042
ENSG00000214078.12	CPNE1	chr20	-	35626031	35664956	62.819927	45.990582	103.795311
ENSG00000244462.7	RBM12	chr20	-	35648925	35664956	11.500457	6.030939	13.611116
ENSG00000244005.12	NFS1	chr20	-	35668055	35699359	8.369156	5.943948	13.414790
ENSG00000125995.15	ROMO1	chr20	+	35699272	35700984	187.885544	120.678658	272.357452
ENSG00000171222.10	SCAND1	chr20	-	35953617	35959472	76.025345	48.896931	110.354599
ENSG00000149646.12	CNBD2	chr20	+	35954564	36030700	0.207710	1.102282	2.487719
ENSG00000088367.21	EPB41L1	chr20	+	36091504	36232799	1.929873	20.821157	46.990891
ENSG00000131043.11	AAR2	chr20	+	36236459	36270918	35.118298	18.283106	41.262810
ENSG00000080845.17	DLGAP4	chr20	+	36306336	36528637	5.538219	34.462746	77.778336
ENSG00000101335.9	MYL9	chr20	+	36541484	36551447	236.111847	122.388344	276.216034
ENSG00000149636.15	DSN1	chr20	-	36751791	36773818	7.994067	3.339066	7.535878
ENSG00000118707.9	TGIF2	chr20	+	36573488	36593950	6.749092	6.197235	13.986426
ENSG00000259399.1	TGIF2-C20orf24	chr20	+	36574553	36612384	0.000000	0.000000	0.000000
ENSG00000101084.17	C20orf24	chr20	+	36605734	36612557	87.921417	39.583202	89.334610
ENSG00000101082.13	SLA2	chr20	-	36612318	36646216	0.468237	0.190355	0.429608
ENSG00000101079.20	NDRG3	chr20	-	36651766	36746078	30.324156	14.219891	32.092613
ENSG00000149639.14	SOGA1	chr20	-	36777442	36863686	9.504235	4.354610	9.827840
ENSG00000080839.11	RBL1	chr20	-	36996349	37095995	2.468599	1.026170	2.315946
ENSG00000101342.9	TLDC2	chr20	+	36876121	36894235	0.000000	0.000000	0.000000
ENSG00000101347.8	SAMHD1	chr20	-	36890229	36951843	36.192726	14.713595	33.206848
ENSG00000118702.9	GHRH	chr20	-	37251082	37261835	0.000000	0.000000	0.000000
ENSG00000101353.14	MROH8	chr20	-	37101226	37179588	1.439052	0.654886	1.478000
ENSG00000118705.16	RPN2	chr20	+	37178410	37241623	131.831589	168.072662	379.320160
ENSG00000101363.12	MANBAL	chr20	+	37289638	37317260	59.066402	28.052170	63.310436
ENSG00000197122.11	SRC	chr20	+	37346154	37406050	25.525173	11.580081	26.134874
ENSG00000166619.12	BLCAP	chr20	-	37517417	37527931	20.799644	27.575809	62.235344
ENSG00000053438.8	NNAT	chr20	+	37521215	37523693	3.518890	1.485146	3.351798
ENSG00000132792.18	CTNNBL1	chr20	+	37693955	37872129	22.145344	19.282970	43.519386
ENSG00000132821.11	VSTM2L	chr20	+	37903104	37945350	10.111281	4.110586	9.277105
ENSG00000101407.12	TTI1	chr20	-	37983007	38033468	9.708484	4.512946	10.185185
ENSG00000129988.5	LBP	chr20	+	38346356	38377023	1.312596	0.533616	1.204308
ENSG00000149633.11	KIAA1755	chr20	-	38210488	38260772	0.648430	0.409382	0.923928
ENSG00000101425.12	BPI	chr20	+	38260149	38337505	0.000000	0.000000	0.000000
ENSG00000101413.11	RPRD1B	chr20	+	38033546	38127780	7.168122	9.752329	22.009853
ENSG00000198959.11	TGM2	chr20	-	38127387	38166578	74.142609	31.556051	71.218277
ENSG00000124143.10	ARHGAP40	chr20	+	38601934	38651035	9.389581	5.107475	11.526968
ENSG00000170471.14	RALGAPB	chr20	+	38472816	38578861	27.609451	11.343670	25.601322
ENSG00000101442.9	ACTR5	chr20	+	38748442	38772520	6.334503	2.575195	5.811910
ENSG00000101445.9	PPP1R16B	chr20	+	38805705	38923024	1.935210	0.786730	1.775556
ENSG00000101447.14	FAM83D	chr20	+	38926312	38953106	2.178182	0.885506	1.998483
ENSG00000101452.14	DHX35	chr20	+	38962299	39039723	4.140152	2.641847	5.962336
ENSG00000204103.3	MAFB	chr20	-	40685848	40689240	61.189804	24.875771	56.141678
ENSG00000198900.5	TOP1	chr20	+	41028818	41124487	85.512192	34.763664	78.457481
ENSG00000124181.14	PLCG1	chr20	+	41136960	41177626	15.995852	7.460260	16.836926
ENSG00000132793.11	LPIN3	chr20	+	41340920	41360582	3.884210	1.668490	3.765584
ENSG00000183798.4	EMILIN3	chr20	-	41359966	41366827	0.274425	0.111563	0.251785
ENSG00000174306.21	ZHX3	chr20	-	41178448	41317602	4.967259	2.857387	6.448784
ENSG00000124177.14	CHD6	chr20	-	41402101	41618494	2.727032	6.954514	15.695517
ENSG00000196090.12	PTPRT	chr20	-	42072752	43189970	9.982379	4.223981	9.533027
ENSG00000101049.14	SGK2	chr20	+	43558968	43585677	0.000000	0.000000	0.000000
ENSG00000185513.14	L3MBTL1	chr20	+	43507680	43550950	0.451686	0.315678	0.712448
ENSG00000124193.14	SRSF6	chr20	+	43457928	43464247	80.476234	32.716373	73.836983
ENSG00000101057.15	MYBL2	chr20	+	43667019	43716496	3.146201	1.345924	3.037591
ENSG00000101052.12	IFT52	chr20	+	43590931	43647296	44.484058	19.236191	43.413807
ENSG00000124191.17	TOX2	chr20	+	43914864	44069616	0.075566	0.728018	1.643051
ENSG00000149596.6	JPH2	chr20	-	44111695	44187578	1.022530	1.541134	3.478156
ENSG00000132823.10	OSER1	chr20	-	44196496	44210791	38.733547	17.146408	38.697414
ENSG00000197296.5	FITM2	chr20	-	44302838	44311169	12.495469	5.079841	11.464600
ENSG00000124120.10	TTPAL	chr20	+	44475886	44494603	7.698885	3.185213	7.188649
ENSG00000132824.13	SERINC3	chr20	-	44496221	44522109	103.523483	45.506218	102.702156
ENSG00000168734.13	PKIG	chr20	+	44531785	44624247	57.991272	41.939667	94.652878
ENSG00000196839.12	ADA	chr20	-	44619522	44651742	10.596491	4.479008	10.108592
ENSG00000064205.10	WISP2	chr20	+	44714844	44727811	52.028770	25.585308	57.743019
ENSG00000124249.6	KCNK15	chr20	+	44745780	44752313	56.400925	22.928926	51.747875
ENSG00000101098.12	RIMS4	chr20	-	44751808	44810338	19.677109	8.208571	18.525776
ENSG00000101104.12	PABPC1L	chr20	+	44910062	44959035	0.216075	0.173550	0.391682
ENSG00000025772.7	TOMM34	chr20	-	44942130	44960486	47.445683	19.288311	43.531441
ENSG00000166913.12	YWHAB	chr20	+	44885676	44908532	308.508362	138.436325	312.434448
ENSG00000124134.8	KCNS1	chr20	-	45092310	45101112	0.068753	0.027950	0.063081
ENSG00000101109.11	STK4	chr20	+	44966474	45079959	7.579082	3.880323	8.757429
ENSG00000124159.15	MATN4	chr20	-	45293445	45308529	0.000000	0.000000	0.000000
ENSG00000124232.10	RBPJL	chr20	+	45306851	45317822	0.000000	0.000000	0.000000
ENSG00000124107.5	SLPI	chr20	-	45252239	45254564	85.362419	34.702774	78.320061
ENSG00000124145.6	SDC4	chr20	-	45325288	45348424	170.755249	69.417915	156.668030
ENSG00000204070.9	SYS1	chr20	+	45361937	45376798	20.758968	17.060904	38.504448
ENSG00000124251.10	TP53TG5	chr20	-	45372563	45378393	0.221567	0.090075	0.203288
ENSG00000244274.7	DBNDD2	chr20	+	45406057	45410610	30.830322	34.327755	77.473694
ENSG00000101443.17	WFDC2	chr20	+	45469706	45481532	49.861057	38.949238	87.903824
ENSG00000101470.9	TNNC2	chr20	-	45823214	45833745	0.000000	0.000000	0.000000
ENSG00000175063.16	UBE2C	chr20	+	45812576	45816957	3.992208	2.937460	6.629500
ENSG00000124155.17	PIGT	chr20	+	45416067	45448578	90.147224	65.121460	146.971436
ENSG00000124116.18	WFDC3	chr20	-	45774208	45791908	0.326067	0.145946	0.329383
ENSG00000101457.12	DNTTIP1	chr20	+	45791937	45811427	42.877838	21.950150	49.538891
ENSG00000132801.6	ZSWIM3	chr20	+	45857617	45879122	3.415074	1.388346	3.133332
ENSG00000124104.18	SNX21	chr20	+	45833831	45842881	6.232488	5.311334	11.987054
ENSG00000101473.16	ACOT8	chr20	-	45841721	45857406	19.592192	19.958975	45.045052
ENSG00000168612.4	ZSWIM1	chr20	+	45881227	45885266	5.890574	2.748281	6.202547
ENSG00000100982.11	PCIF1	chr20	+	45934628	45948023	44.703747	18.796083	42.420536
ENSG00000124257.6	NEURL2	chr20	-	45888625	45891287	3.912375	1.619140	3.654208
ENSG00000064601.16	CTSA	chr20	+	45891044	45898820	229.543015	158.772018	358.329651
ENSG00000100979.14	PLTP	chr20	-	45898621	45912155	78.839043	45.021698	101.608658
ENSG00000198026.7	ZNF335	chr20	-	45948653	45972172	10.506547	4.271275	9.639762
ENSG00000124140.13	SLC12A5	chr20	+	46021690	46060152	0.008533	0.007055	0.015921
ENSG00000100985.7	MMP9	chr20	+	46008908	46016561	112.335190	45.668137	103.067589
ENSG00000149654.9	CDH22	chr20	-	46173733	46308498	0.054802	0.022296	0.050319
ENSG00000101017.13	CD40	chr20	+	46118272	46129863	11.174773	5.166284	11.659692
ENSG00000124160.11	NCOA5	chr20	-	46060985	46089952	20.211493	8.216671	18.544054
ENSG00000080189.14	SLC35C2	chr20	-	46345980	46364458	20.645914	17.305046	39.055447
ENSG00000198185.11	ZNF334	chr20	-	46499630	46513559	1.158057	0.974179	2.198607
ENSG00000062598.17	ELMO2	chr20	-	46366049	46406632	20.600485	12.668855	28.592110
ENSG00000158296.13	SLC13A3	chr20	-	46557823	46684467	0.790261	0.753181	1.699839
ENSG00000172315.5	TP53RK	chr20	-	46684365	46689779	13.384659	5.449067	12.297900
ENSG00000197496.5	SLC2A10	chr20	+	46709487	46736347	31.641209	17.041534	38.460732
ENSG00000064655.18	EYA2	chr20	+	46894624	47188844	9.879231	4.099762	9.252679
ENSG00000101040.19	ZMYND8	chr20	-	47209214	47356889	19.255739	15.999941	36.109978
ENSG00000124151.18	NCOA3	chr20	+	47501902	47656877	8.203585	5.151496	11.626318
ENSG00000196562.14	SULF2	chr20	-	47656912	47786616	340.335449	240.104874	541.888306
ENSG00000124198.8	ARFGEF2	chr20	+	48921890	49036693	19.245926	7.824135	17.658148
ENSG00000124207.16	CSE1L	chr20	+	49046246	49096960	45.490482	18.879461	42.608715
ENSG00000124126.13	PREX1	chr20	-	48624252	48827883	200.451202	86.584595	195.411194
ENSG00000124214.19	STAU1	chr20	-	49113339	49188367	93.510925	49.825161	112.449493
ENSG00000124228.14	DDX27	chr20	+	49219295	49244077	40.925549	18.379477	41.480309
ENSG00000124201.14	ZNFX1	chr20	-	49237946	49278426	15.977981	9.972017	22.505665
ENSG00000158445.9	KCNB1	chr20	-	49298107	49484297	0.026545	0.108316	0.244456
ENSG00000124212.5	PTGIS	chr20	-	49503874	49568146	18.600107	7.561587	17.065609
ENSG00000158470.5	B4GALT5	chr20	-	49632945	49713878	24.184244	9.831732	22.189056
ENSG00000197818.11	SLC9A8	chr20	+	49812713	49892242	12.623614	5.308356	11.980331
ENSG00000158480.10	SPATA2	chr20	-	49903391	49915508	7.488760	3.232162	7.294609
ENSG00000124216.3	SNAI1	chr20	+	49982999	49988886	4.547450	1.848696	4.172288
ENSG00000124226.10	RNF114	chr20	+	49936348	49953892	55.914452	23.079378	52.087429
ENSG00000244687.11	UBE2V1	chr20	-	50081124	50115954	38.337723	50.140591	113.161392
ENSG00000124208.16	TMEM189-UBE2V1	chr20	-	50081124	50153637	0.000000	0.000000	0.000000
ENSG00000240849.10	TMEM189	chr20	-	50118254	50153734	6.997573	2.886427	6.514325
ENSG00000172216.5	CEBPB	chr20	+	50190734	50192689	46.643147	18.962051	42.795113
ENSG00000042062.11	RIPOR3	chr20	-	50586108	50691528	0.324584	0.141270	0.318830
ENSG00000196396.9	PTPN1	chr20	+	50510321	50585241	49.940609	20.469746	46.197800
ENSG00000124171.8	PARD6B	chr20	+	50731544	50756795	15.054381	6.267328	14.144619
ENSG00000124243.17	BCAS4	chr20	+	50794894	50882676	2.447896	1.355424	3.059032
ENSG00000101126.15	ADNP	chr20	-	50888919	50931240	12.444913	23.123484	52.186970
ENSG00000000419.12	DPM1	chr20	-	50934867	50958555	48.715843	21.821253	49.247993
ENSG00000026559.13	KCNG1	chr20	-	51003656	51023129	0.072949	0.057695	0.130212
ENSG00000124217.4	MOCS3	chr20	+	50958826	50963931	7.475519	3.039057	6.858792
ENSG00000101096.19	NFATC2	chr20	-	51386957	51562831	7.402078	3.126733	7.056668
ENSG00000101115.12	SALL4	chr20	-	51782331	51802520	0.619624	0.251899	0.568505
ENSG00000054793.13	ATP9A	chr20	-	51596514	51768634	12.333838	5.014132	11.316302
ENSG00000020256.19	ZFP64	chr20	-	52051663	52191986	3.128630	7.372189	16.638159
ENSG00000182463.15	TSHZ2	chr20	+	52972407	53495330	0.434365	1.467926	3.312936
ENSG00000064787.13	BCAS1	chr20	-	53936777	54070594	0.245760	0.545739	1.231667
ENSG00000171940.13	ZNF217	chr20	-	53567065	53608892	37.710884	16.832006	37.987850
ENSG00000101132.9	PFDN4	chr20	+	54207847	54219953	14.546511	5.913660	13.346432
ENSG00000101134.11	DOK5	chr20	+	54475597	54651171	1.962812	0.797951	1.800881
ENSG00000054803.3	CBLN4	chr20	-	55997440	56005472	2.573743	1.046316	2.361411
ENSG00000087586.17	AURKA	chr20	-	56369389	56392337	2.181560	1.909047	4.308494
ENSG00000124098.9	FAM210B	chr20	+	56358915	56368663	74.009789	35.389172	79.869179
ENSG00000101138.11	CSTF1	chr20	+	56392371	56406369	16.264336	7.060671	15.935100
ENSG00000087589.16	CASS4	chr20	+	56412112	56460387	1.887439	1.225617	2.766073
ENSG00000087510.6	TFAP2C	chr20	+	56629302	56639283	7.660672	4.834361	10.910581
ENSG00000022277.12	RTFDC1	chr20	+	56468585	56519449	109.044724	58.311169	131.601410
ENSG00000124091.9	GCNT7	chr20	-	56491492	56525925	0.000000	0.000000	0.000000
ENSG00000124103.8	FAM209A	chr20	+	56524486	56526142	0.000000	0.000000	0.000000
ENSG00000101144.12	BMP7	chr20	-	57168748	57266629	0.821082	0.359833	0.812101
ENSG00000101146.12	RAE1	chr20	+	57351010	57379211	11.065096	10.458621	23.603872
ENSG00000256222.2	MTRNR2L3	chr20	-	57358442	57359980	0.047368	0.019257	0.043460
ENSG00000124092.12	CTCFL	chr20	-	57495966	57525652	0.038291	0.042666	0.096292
ENSG00000132819.16	RBM38	chr20	+	57391407	57409333	23.855808	11.652430	26.298157
ENSG00000124256.14	ZBP1	chr20	-	57603846	57620576	0.000000	0.000000	0.000000
ENSG00000124253.10	PCK1	chr20	+	57561080	57568112	1.776780	0.722323	1.630197
ENSG00000124225.15	PMEPA1	chr20	-	57648392	57711536	25.831415	32.630478	73.643127
ENSG00000124209.3	RAB22A	chr20	+	58309696	58367507	10.416954	4.234852	9.557561
ENSG00000198768.10	APCDD1L	chr20	-	58459101	58515131	0.912694	0.410464	0.926368
ENSG00000124164.15	VAPB	chr20	+	58389122	58451101	29.470449	12.701618	28.666052
ENSG00000124222.22	STX16	chr20	+	58651253	58679526	6.167626	7.171393	16.184986
ENSG00000215440.11	NPEPL1	chr20	+	58689131	58715844	15.837946	8.805115	19.872103
ENSG00000101158.13	NELFCD	chr20	+	58981208	58995133	64.177864	26.090521	58.883224
ENSG00000101160.13	CTSZ	chr20	-	58995185	59007247	425.197662	172.857559	390.119080
ENSG00000087460.24	GNAS	chr20	+	58839718	58911192	38.394733	370.875244	837.021606
ENSG00000101162.3	TUBB1	chr20	+	59019254	59026654	0.000000	0.000000	0.000000
ENSG00000124172.9	ATP5E	chr20	-	59025467	59032382	44.579178	25.626331	57.835602
ENSG00000124203.6	ZNF831	chr20	+	59123381	59259113	0.178764	0.072674	0.164016
ENSG00000087495.16	PHACTR3	chr20	+	59577509	59847711	0.000000	0.000000	0.000000
ENSG00000101166.15	PRELID3B	chr20	-	59033145	59042909	50.773609	21.097027	47.613499
ENSG00000196074.12	SYCP2	chr20	-	59863563	59933655	2.281989	2.045325	4.616057
ENSG00000196227.10	FAM217B	chr20	+	59933764	59948680	3.592622	2.028059	4.577091
ENSG00000132825.6	PPP1R3D	chr20	-	59936668	59940297	10.748760	4.369743	9.861993
ENSG00000179242.15	CDH4	chr20	+	61252426	61940617	0.002973	0.033394	0.075366
ENSG00000130699.18	TAF4	chr20	-	61953469	62065810	1.501240	3.783063	8.537927
ENSG00000149657.19	LSM14B	chr20	+	62122461	62135378	24.002758	18.418919	41.569321
ENSG00000184402.14	SS18L1	chr20	+	62143795	62182484	3.866400	1.871682	4.224166
ENSG00000101182.14	PSMA7	chr20	-	62136735	62143430	171.438431	114.334389	258.039185
ENSG00000101181.17	MTG2	chr20	+	62183045	62202767	15.211362	6.549704	14.781909
ENSG00000130703.15	OSBPL2	chr20	+	62234978	62296213	4.728484	11.341309	25.595993
ENSG00000130706.12	ADRM1	chr20	+	62302093	62308862	119.304321	60.954788	137.567749
ENSG00000130702.15	LAMA5	chr20	-	62309065	62367312	46.992172	19.576740	44.182388
ENSG00000149679.11	CABLES2	chr20	-	62388632	62407285	4.746103	1.929455	4.354552
ENSG00000130701.3	RBBP8NL	chr20	-	62410237	62427533	3.384891	1.376075	3.105639
ENSG00000101187.15	SLCO4A1	chr20	+	62642445	62672295	0.995878	0.404859	0.913719
ENSG00000101189.6	MRGBP	chr20	+	62796453	62801738	7.376842	2.998941	6.768256
ENSG00000171858.17	RPS21	chr20	+	62387116	62388520	893.061462	1073.168701	2422.015137
ENSG00000060491.16	OGFR	chr20	+	62804835	62814000	15.411939	10.784070	24.338373
ENSG00000092758.15	COL9A3	chr20	+	62817062	62841159	0.199561	0.104210	0.235190
ENSG00000101190.12	TCFL5	chr20	-	62841115	62861763	1.945827	3.651052	8.239993
ENSG00000101194.17	SLC17A9	chr20	+	62952647	62969585	1.785754	1.312892	2.963043
ENSG00000101191.16	DIDO1	chr20	-	62877738	62937952	13.626135	12.012972	27.111858
ENSG00000101193.7	GID8	chr20	+	62938119	62948475	50.592560	20.567625	46.418701
ENSG00000101197.12	BIRC7	chr20	+	63235883	63240507	0.068502	0.031798	0.071763
ENSG00000101198.14	NKAIN4	chr20	-	63240784	63272694	0.000000	0.000000	0.000000
ENSG00000149658.17	YTHDF1	chr20	-	63195429	63216234	38.261276	15.840153	35.749355
ENSG00000101199.12	ARFGAP1	chr20	+	63272785	63289793	17.766479	11.913563	26.887503
ENSG00000101210.10	EEF1A2	chr20	-	63488013	63499315	329.878326	140.631805	317.389374
ENSG00000101213.6	PTK6	chr20	-	63528001	63537370	8.486257	3.468790	7.828649
ENSG00000125508.3	SRMS	chr20	-	63540810	63547504	4.411985	1.793624	4.047998
ENSG00000125531.6	FNDC11	chr20	+	63547891	63556708	0.301234	0.403359	0.910333
ENSG00000125534.9	PPDPF	chr20	+	63520724	63522206	1173.104614	643.124939	1451.457031
ENSG00000130589.16	HELZ2	chr20	-	63558086	63572455	7.753193	3.815430	8.610975
ENSG00000101216.10	GMEB2	chr20	-	63587602	63627041	14.086043	6.334257	14.295670
ENSG00000197457.9	STMN3	chr20	-	63639705	63657682	53.870907	29.702316	67.034615
ENSG00000258366.7	RTEL1	chr20	+	63657810	63696253	3.714168	2.515571	5.677346
ENSG00000183260.7	ABHD16B	chr20	+	63861498	63862988	3.050972	1.240326	2.799268
ENSG00000243509.4	TNFRSF6B	chr20	+	63696668	63698684	2.004069	0.814723	1.838735
ENSG00000101246.19	ARFRP1	chr20	-	63698642	63708025	19.549084	15.313028	34.559692
ENSG00000197114.11	ZGPAT	chr20	+	63707465	63736142	16.458166	9.318426	21.030586
ENSG00000273154.3	AL121845.3	chr20	+	63733219	63738481	0.266587	0.369998	0.835042
ENSG00000203896.9	LIME1	chr20	+	63736283	63739103	0.487982	0.367461	0.829315
ENSG00000273047.1	AL121845.2	chr20	+	63738270	63740398	0.843728	0.343005	0.774121
ENSG00000125520.13	SLC2A4RG	chr20	+	63739861	63743505	81.444267	33.109909	74.725151
ENSG00000130584.10	ZBTB46	chr20	-	63743666	63831244	4.600659	2.026618	4.573836
ENSG00000101150.17	TPD52L2	chr20	+	63865228	63891545	98.447433	42.772312	96.532051
ENSG00000101152.10	DNAJC5	chr20	+	63895182	63936031	62.267788	25.314011	57.130726
ENSG00000198276.15	UCKL1	chr20	-	63939829	63956415	14.632864	8.655040	19.533403
ENSG00000196700.8	ZNF512B	chr20	-	63956702	63969865	8.812130	3.582436	8.085134
ENSG00000130590.13	SAMD10	chr20	-	63974113	63979642	8.281672	4.074023	9.194589
ENSG00000196421.8	C20orf204	chr20	+	64036175	64039962	0.138060	0.112252	0.253339
ENSG00000203883.6	SOX18	chr20	-	64047582	64049641	14.687769	5.971086	13.476036
ENSG00000101161.7	PRPF6	chr20	+	63981135	64033100	141.414902	57.490051	129.748245
ENSG00000171703.16	TCEA2	chr20	+	64057293	64072346	17.748634	31.156771	70.317154
ENSG00000171700.13	RGS19	chr20	-	64073181	64079988	17.518435	7.640452	17.243599
ENSG00000125510.15	OPRL1	chr20	+	64080173	64100643	0.646009	0.856354	1.932690
ENSG00000171695.10	LKAAEAR1	chr20	-	64083380	64084359	0.000000	0.000000	0.000000
ENSG00000196132.11	MYT1	chr20	+	64151791	64242253	0.000000	0.000000	0.000000
ENSG00000279493.1	FP565260.4	chr21	+	5011799	5017145	0.000000	0.000000	0.000000
ENSG00000203880.11	PCMTD2	chr20	+	64255695	64287821	13.569254	12.593324	28.421644
ENSG00000277117.4	FP565260.3	chr21	+	5022493	5040666	6.588304	2.995946	6.761497
ENSG00000280071.3	FP565260.6	chr21	-	5079294	5128425	15.679821	24.715096	55.779049
ENSG00000276612.3	FP565260.2	chr21	-	5116343	5133805	0.000000	0.000000	0.000000
ENSG00000275464.4	FP565260.1	chr21	-	5130871	5154734	8.413449	3.420358	7.719344
ENSG00000280433.1	FP565260.7	chr21	-	5155499	5163695	9.208999	3.743777	8.449262
ENSG00000274559.3	CU639417.1	chr21	-	5972924	5973383	4.740458	1.927160	4.349373
